product_image_link,product_name,product_url,product_price
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b5fc22e9933f.jpg",Murphy,https://www.glassesshop.com/eyeglasses/fp1747?page=2,$39.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201901/5c3403881a8fe.jpg",Hume,https://www.glassesshop.com/eyeglasses/fz1297?page=2,$8.99
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7d156f3d7.jpg",Baldwin,https://www.glassesshop.com/eyeglasses/fp1618?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202109/614a9ce1a161e.jpg",Dinah,https://www.glassesshop.com/eyeglasses/fp2445?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202111/617fac077e522.jpg",Wilcox,https://www.glassesshop.com/eyeglasses/fp2496?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201704/58f85d7927324.jpg",Miami,https://www.glassesshop.com/eyeglasses/fz0981?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg",Wilker,https://www.glassesshop.com/eyeglasses/sup0622?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201710/59e01c2604ce3.jpg",Nicole,https://www.glassesshop.com/eyeglasses/fz1083?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7e919eb7f.jpg",Isaiah,https://www.glassesshop.com/eyeglasses/fp1644?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fc4577810a68.jpg",Naperville,https://www.glassesshop.com/eyeglasses/fp2191?page=2,$12.95
